Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,,
2/1/24,111.2300033569336,112.69000244140625,111.20999908447266,112.37000274658203,108.5027847290039,1739500,,,,
3/1/24,112.26000213623047,112.33000183105469,111.56999969482422,111.69000244140625,107.84619903564453,1607200,,,,
4/1/24,111.8499984741211,112.41999816894531,111.54000091552734,111.58999633789062,107.74961853027344,1329800,,,,0.162366173
5/1/24,111.62000274658203,112.37000274658203,111.3499984741211,111.87000274658203,108.01998901367188,1195300,,,,
8/1/24,111.73999786376953,112.5,111.2699966430664,112.5,108.62831115722656,1233600,,,,
9/1/24,111.94999694824219,111.95999908447266,111.5199966430664,111.77999877929688,107.9330825805664,1070700,,,,
10/1/24,111.7699966430664,111.93000030517578,111.30999755859375,111.79000091552734,107.9427490234375,1307100,,,,
11/1/24,111.70999908447266,111.77999877929688,110.66000366210938,111.3499984741211,107.51788330078125,1755100,,,,
12/1/24,111.94000244140625,112.20999908447266,111.16000366210938,111.48999786376953,107.6530762,809000,,,,
16/1/24,111.08999633789062,111.19999694824219,110.3499984741211,110.63999938964844,106.83231353759766,1375300,,,,
17/1/24,109.9000015258789,110.58000183105469,109.55999755859375,109.9800033569336,106.19503784179688,1010500,,,,
18/1/24,110.06999969482422,110.4800033569336,109.47000122070312,110.37999725341797,106.58126831054688,1298000,,,,
19/1/24,110.75,111.7699966430664,110.22000122070312,111.62000274658203,107.77859497070312,1537000,,,,
22/1/24,111.62000274658203,112.1500015258789,111.5,111.79000091552734,107.9427490234375,1148100,,,,
23/1/24,111.91000366210938,112.2300033569336,111.77999877929688,112.13999938964844,108.28070068359375,1304500,,,,
24/1/24,112.52999877929688,112.58999633789062,111.80999755859375,111.83999633789062,107.99102783203125,1301300,,,,
25/1/24,112.75,113.0999984741211,112.33999633789062,113.06999969482422,109.17869567871094,1158100,,,,
26/1/24,112.95999908447266,113.22000122070312,112.66000366210938,112.98999786376953,109.10144805908203,1186300,,,,
29/1/24,112.9800033569336,113.37999725341797,112.56999969482422,113.31999969482422,109.42009735107422,1078300,,,,
30/1/24,113.06999969482422,113.81999969482422,112.95999908447266,113.73999786376953,109.82563781738281,1179600,,,,
31/1/24,113.72000122070312,113.83999633789062,112.45999908447266,112.47000122070312,108.5993423461914,1298400,,,,
1/2/24,112.5199966430664,113.30999755859375,111.93000030517578,113.30999755859375,109.41043090820312,1527400,,,,
2/2/24,112.95999908447266,113.6500015258789,112.45999908447266,113.12999725341797,109.23663330078125,1245600,,,,
5/2/24,112.62000274658203,112.72000122070312,111.91000366210938,112.26000213623047,108.39657592773438,1236600,,,,
6/2/24,112.44000244140625,112.77999877929688,112.30999755859375,112.72000122070312,108.84074401855469,1382300,,,,
7/2/24,113.08999633789062,113.12999725341797,112.5199966430664,112.93000030517578,109.04351806640625,968300,,,,
8/2/24,112.9000015258789,113.04000091552734,112.48999786376953,112.98999786376953,109.10144805908203,877400,,,,
9/2/24,112.91999816894531,112.91999816894531,112.36000061035156,112.87999725341797,108.99522399902344,1026500,,,,
12/2/24,112.88999938964844,113.94999694824219,112.86000061035156,113.66000366210938,109.74839782714844,1033600,,,,
13/2/24,112.91999816894531,113.02999877929688,111.30999755859375,112.11000061035156,108.2517318725586,1509200,,,,
14/2/24,112.6500015258789,112.75,112.01000213623047,112.66000366210938,108.78280639648438,1026000,,,,
15/2/24,113,114.3499984741211,113,114.2300033569336,110.29878234863281,979000,,,,
16/2/24,114.04000091552734,114.51000213623047,113.69000244140625,113.93000030517578,110.00909423828125,908600,,,,
20/2/24,113.80999755859375,114.41000366210938,113.69000244140625,113.94000244140625,110.01875305175781,1162800,,,,
21/2/24,113.91000366210938,114.52999877929688,113.66000366210938,114.5199966430664,110.57878875732422,809700,,,,
22/2/24,114.62999725341797,115.52999877929688,114.44999694824219,115.30000305175781,111.33193969726562,1419900,,,,
23/2/24,115.41000366210938,115.97000122070312,115.27999877929688,115.55999755859375,111.58299255371094,773000,,,,
26/2/24,115.55999755859375,115.77999877929688,114.9800033569336,115.11000061035156,111.14849090576172,969900,,,,
27/2/24,115.25,115.30000305175781,114.88999938964844,115.27999877929688,111.31263732910156,1003200,,,,
28/2/24,115.1500015258789,115.5999984741211,114.94999694824219,115.20999908447266,111.24504852294922,703600,,,,
29/2/24,115.70999908447266,115.86000061035156,115.1500015258789,115.41999816894531,111.44781494140625,812900,,,,
1/3/24,115.73999786376953,116.25,115.37999725341797,116.16000366210938,112.1623535,936100,,,,
4/3/24,116.05000305175781,116.73999786376953,116.01000213623047,116.4800033569336,112.47134399414062,1091400,,,,
5/3/24,116.41000366210938,117.0999984741211,116.01000213623047,116.37000274658203,112.36511993408203,887200,,,,
6/3/24,117.04000091552734,117.61000061035156,116.69999694824219,117.08999633789062,113.06034088134766,766600,,,,
7/3/24,117.6500015258789,117.98999786376953,117.45999908447266,117.62000274658203,113.57210540771484,992200,,,,
8/3/24,117.66999816894531,117.91000366210938,117.26000213623047,117.33000183105469,113.29209899902344,1506300,,,,
11/3/24,117.19000244140625,117.91999816894531,116.87999725341797,117.88999938964844,113.83282470703125,1435800,,,,
12/3/24,118.08999633789062,118.41000366210938,117.61000061035156,118.12000274658203,114.05490112304688,1672500,,,,
13/3/24,118.31999969482422,118.73999786376953,118,118.33000183105469,114.25767517089844,767300,,,,
14/3/24,118.30999755859375,118.48999786376953,117.0199966430664,117.66999816894531,113.62037658691406,1150500,,,,
15/3/24,116.38999938964844,117.29000091552734,116.31999969482422,116.91999816894531,113.52911376953125,1019500,0.656,,,
18/3/24,117.2300033569336,117.41999816894531,116.75,117.08999633789062,113.69418334960938,841200,,,,
19/3/24,117.05000305175781,117.70999908447266,116.95999908447266,117.69000244140625,114.27677917480469,989200,,,,
20/3/24,117.55000305175781,118.7699966430664,117.36000061035156,118.70999908447266,115.26720428466797,1595000,,,,
21/3/24,119.11000061035156,120.02999877929688,119.02999877929688,119.69000244140625,116.21878051757812,2057200,,,,
22/3/24,119.80999755859375,119.98999786376953,119.05000305175781,119.08000183105469,115.62647247314453,812000,,,,
25/3/24,119.01000213623047,119.41000366210938,118.86000061035156,118.94999694824219,115.5002441,890200,,,,
26/3/24,119.1500015258789,119.2699966430664,118.62000274658203,118.66999816894531,115.22836303710938,1020300,,,,
27/3/24,119.30999755859375,120.56999969482422,119.29000091552734,120.56999969482422,117.07325744628906,1124300,,,,
28/3/24,120.7300033569336,121.29000091552734,120.63999938964844,120.98999786376953,117.48107147216797,1261900,,,,
1/4/24,121.05999755859375,121.12999725341797,120.3499984741211,120.52999877929688,117.03441619873047,1190700,,,,
2/4/24,120.0199966430664,120.22000122070312,119.63999938964844,120.05999755859375,116.57805633544922,880500,,,,
3/4/24,119.88999938964844,120.22000122070312,119.48999786376953,119.8499984741211,116.37413787841797,1124500,,,,
4/4/24,120.48999786376953,120.75,118.44999694824219,118.66999816894531,115.22836303710938,945100,,,,
5/4/24,118.69000244140625,119.63999938964844,118.37999725341797,119.26000213623047,115.8012466430664,1095900,,,,
8/4/24,119.29000091552734,119.63999938964844,119.19000244140625,119.33000183105469,115.86921691894531,809600,,,,
9/4/24,119.66999816894531,119.91000366210938,118.61000061035156,119.55999755859375,116.09254455566406,876900,,,,
10/4/24,118.3499984741211,118.66000366210938,117.45999908447266,118.05000305175781,114.6263427734375,1212600,,,,
11/4/24,118.37999725341797,118.37999725341797,117.1500015258789,117.9000015258789,114.48069763183594,793200,,,,
12/4/24,117.30999755859375,117.51000213623047,115.79000091552734,116.0999984741211,112.73289489746094,1239300,,,,
15/4/24,117.04000091552734,117.4800033569336,115.19999694824219,115.52999877929688,112.17942810058594,1337100,,,,
16/4/24,115.63999938964844,115.63999938964844,114.62000274658203,114.91000366210938,111.57740783691406,1578400,,,,
17/4/24,115.37000274658203,115.54000091552734,114.37000274658203,114.70999908447266,111.3832015991211,986600,,,,
18/4/24,115.12000274658203,115.58999633789062,114.62000274658203,114.97000122070312,111.63566589355469,1097400,,,,
19/4/24,115.12999725341797,116.12000274658203,115.05000305175781,115.94000244140625,112.57752990722656,1042100,,,,
22/4/24,116.2699966430664,117.52999877929688,115.80000305175781,116.94999694824219,113.55823516845703,933600,,,,
